run_id,config_hash,policy,sample_index,fold,class_label,feature,grouped_shap_value,abs_grouped_shap_value,feature_value,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,case_type,sampling_reason
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpEnvironmentSatisfaction,1.6210261583328247,1.6210261583328247,2,manager_controllable,not_sensitive,medium,True,May be measured near evaluation time; use as decision-support signal with temporality warning.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,YearsSinceLastPromotion,0.7150505185127258,0.7150505185127258,2,organisation_controllable,possible_proxy,medium,True,May encode prior performance or promotion decisions; audit as historical-decision proxy.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpJobRole,0.445466548204422,0.445466548204422,Research Director,organisation_controllable,possible_proxy,low,True,May proxy department after EmpDepartment is removed; requires proxy audit.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpHourlyRate,0.3565863370895386,0.3565863370895386,88,organisation_controllable,possible_proxy,low,True,Compensation-related but less directly outcome-proximal than salary hike; audit for proxy risk.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,NumCompaniesWorked,0.2613442838191986,0.2613442838191986,9,immutable,possible_proxy,none,True,"Work history can proxy age, opportunity, or labor-market history.",correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpJobLevel,0.1787443906068802,0.1787443906068802,3,organisation_controllable,possible_proxy,low,True,Seniority/level may encode historical opportunity and organisational structure.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpRelationshipSatisfaction,0.15991918742656708,0.15991918742656708,3,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; use non-causal interpretation.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EducationBackground,0.1437370479106903,0.1437370479106903,Medical,immutable,possible_proxy,low,True,May encode social or demographic proxy effects; audit subgroup and proxy behavior.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,ExperienceYearsInCurrentRole,0.14008598029613495,0.14008598029613495,7,organisation_controllable,possible_proxy,low,True,Role tenure may reflect staffing and promotion pathways.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,YearsWithCurrManager,0.11912061274051666,0.11912061274051666,13,organisation_controllable,possible_proxy,low,True,Manager assignment and tenure can encode organisational structure.,correct_class_2,correct high-confidence coverage for class 2
