run_id,config_hash,artifact_path,sha256,size_bytes
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,cross_dataset_transport/feature_overlap.csv,2828a1bc1b7eb3dafd14ae7eedbfd121af83d28783f3ac5a0b58b45d48cce0f2,5237
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,cross_dataset_transport/transport_feasibility.json,13649cf0014e0ec80300198a9de6ae2926b3fed87763308410cf0d9399731cea,686
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,cross_dataset_transport/transport_feasibility.md,88dacbd158e0026bebcc1150f58e66cab53c0418db0bd10cda81c98f8945cf82,447
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/actionability_summary.csv,cf4ba3b397c57dec75780653334db137a4e6a325b2a11207c801737f539ecebf,821
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/experiment_metadata.json,c7f508daec88568a988e1a009eefc3f81cd8780b90f03ba133acd7a3c5c4d064,1995
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/feature_policy_audit.csv,7bbfa5f9cfccc819cde6d350b249cd5339252b9e22b8862e081d19b12e03310d,981
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/fold_metrics.csv,06a47a50d03144202cb0a96d0ee4128c20c15ae84ee721cd185468ef76883ccd,10856
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/model_predictions.csv,631b79bb13b6f7497b3e5e2ef466007b34fe093952252e56b27943b284b5879b,9700232
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/performance_metrics.csv,0c718bad26936b0fe42b2900c01c65a0ced6a6bc303ca0951fc57ce58e29cd10,5491
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/representative_cases.csv,49224328cfe54ed06dc8d7d578d00a74add21e1df69e2059ad27fa3d9b5d4906,2921
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/target_mapping.csv,30bf9b1ff9ab4119efb486deebeb0b82553763c8e9441645a37fbf5e1eac1796,461
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/target_support.csv,9fe5cd60f28a2374c7a28a99a331c5aa5230a2070bfe4401e5558771c7411225,542
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_dataset_roles.csv,7f671c81d09fabb874d36757c62450b431d5e592bea3969fe34bbabbca3425db,1870
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_evidence_interpretation.md,52885c55f62ad7f7a19a2a28e1af3cfe626a766307e552c5318f01b7202f3255,1452
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_metric_applicability.csv,c69a7b338519e46f2840e6dcdd9ae5f9f3ac7af1aa5439fa096e33489de46d35,26615
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/actionability_summary.csv,1bcd3e4680f85bc2a59f570ae5d26fe8ebba9e00202e8e805f3690e5b822aa10,1234
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/experiment_metadata.json,9818eac17aba6e179810c6626a645b25ba6dea33974c69b0d2d700c4a2b42017,2436
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/fairness_disparity_summary.csv,9bb3901f5eebe5c671302aa6aa0eb2e45b9dfe8a363d72aa16cca496db8410da,230183
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/fairness_group_metrics.csv,03988cca0357e787d58a3825febd538061efdb93167f86c5ae9ff9e76c8878fe,3517121
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/small_group_warnings.csv,8ee6f7fbf6810db377e1e5fa720fd59961fada3da88ca0fea4bf155c00e199cb,288349
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/feature_policy_audit.csv,02eacc7efcb15797b31c485021e65f5283a561f3ec98f3fe2ae08f256a59a63b,2417
