run_id,config_hash,dataset_key,task_type,role,policy,feature_set,fold,sample_index,external_sample_id,y_true,predicted_class,class_label,is_predicted_class,feature,grouped_shap_value,abs_grouped_shap_value,evaluation_scope,prediction_identity_verified,control_type,sensitive_or_proxy,leakage_risk,governance_notes
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,MarriedID,-0.021770581603050232,0.021770581603050232,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,EmpStatusID,0.0,0.0,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,DeptID,0.025703029707074165,0.025703029707074165,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,FromDiversityJobFairID,0.0,0.0,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,Salary,0.05054190009832382,0.05054190009832382,case_specific_oof_fold_model,True,external_context_dependent,True,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,PositionID,0.0014260872267186642,0.0014260872267186642,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,Zip,-0.2576042711734772,0.2576042711734772,case_specific_oof_fold_model,True,external_context_dependent,True,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,EngagementSurvey,-0.9777411222457886,0.9777411222457886,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,EmpJobSatisfaction,-0.003029477084055543,0.003029477084055543,case_specific_oof_fold_model,True,external_context_dependent,False,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,department_free,1,7,7,3,3,2,False,SpecialProjectsCount,0.0005705872317776084,0.0005705872317776084,case_specific_oof_fold_model,True,external_context_dependent,True,False,"OOF model attribution only; not a causal effect, fairness finding, or employee prescription."
