feature,feature_value,shap_value,abs_shap_value,direction
YearsSinceLastPromotion,0.0,0.45870442676949397,0.45870442676949397,positive
EmpEnvironmentSatisfaction,3.0,0.3185029397542089,0.3185029397542089,positive
YearsWithCurrManager,2.0,0.08371437807322628,0.08371437807322628,positive
DistanceFromHome,21.0,0.06882817320125033,0.06882817320125033,positive
EmpJobSatisfaction,3.0,0.06167024239279657,0.06167024239279657,positive
TrainingTimesLastYear,5.0,0.05682140296262276,0.05682140296262276,positive
ExperienceYearsInCurrentRole,3.0,0.048310745387927886,0.048310745387927886,positive
TotalWorkExperienceInYears,11.0,0.038738839840405936,0.038738839840405936,positive
NumCompaniesWorked,2.0,0.03307062968028645,0.03307062968028645,positive
EmpWorkLifeBalance,3.0,0.030173040645686388,0.030173040645686388,positive
Age,42.0,0.02682201343628164,0.02682201343628164,positive
EmpEducationLevel,2.0,0.02588932557595168,0.02588932557595168,positive
EmpJobInvolvement,3.0,0.024622256305317704,0.024622256305317704,positive
EmpHourlyRate,36.0,0.022078837246176906,0.022078837246176906,positive
EmpRelationshipSatisfaction,2.0,-0.0028458980408012,0.0028458980408012,negative
EmpJobLevel,2.0,0.0026054952418846904,0.0026054952418846904,positive
ExperienceYearsAtThisCompany,5.0,-0.00017709935996436312,0.00017709935996436312,negative
BusinessTravelFrequency,,0.0,0.0,positive
EmpJobRole,,0.0,0.0,positive
EducationBackground,,0.0,0.0,positive
OverTime,,0.0,0.0,positive
