feature,feature_value,shap_value,abs_shap_value,direction
YearsSinceLastPromotion,0,0.6329085424284998,0.6329085424284998,positive
YearsWithCurrManager,7,0.582816519698878,0.582816519698878,positive
EmpEnvironmentSatisfaction,4,0.5016246256456952,0.5016246256456952,positive
ExperienceYearsInCurrentRole,0,0.4650842751357954,0.4650842751357954,positive
EmpHourlyRate,83,0.4371344465815159,0.4371344465815159,positive
Age,47,0.32697985777145777,0.32697985777145777,positive
EmpJobRole,Sales Executive,0.2914837067715985,0.2914837067715985,positive
OverTime,Yes,0.2032474337872713,0.2032474337872713,positive
EmpJobSatisfaction,4,-0.2023310574207399,0.2023310574207399,negative
BusinessTravelFrequency,Travel_Rarely,0.1621845849808497,0.1621845849808497,positive
TrainingTimesLastYear,0,-0.14988240581770715,0.14988240581770715,negative
NumCompaniesWorked,1,0.14349752375442315,0.14349752375442315,positive
ExperienceYearsAtThisCompany,9,0.10529848425179503,0.10529848425179503,positive
EmpJobLevel,2,0.10409826595274085,0.10409826595274085,positive
EmpRelationshipSatisfaction,3,-0.06226831332382269,0.06226831332382269,negative
EmpEducationLevel,2,0.0554806689610478,0.0554806689610478,positive
EmpJobInvolvement,3,0.04381760562463887,0.04381760562463887,positive
EducationBackground,Life Sciences,-0.03216932541065688,0.03216932541065688,negative
EmpWorkLifeBalance,3,0.025968344536641538,0.025968344536641538,positive
TotalWorkExperienceInYears,9,-0.012876838697344725,0.012876838697344725,negative
DistanceFromHome,4,0.008486747845105927,0.008486747845105927,positive
