feature,feature_value,shap_value,abs_shap_value,direction
EmpEnvironmentSatisfaction,1,5.591699516871014,5.591699516871014,positive
YearsSinceLastPromotion,9,2.609196733438866,2.609196733438866,positive
ExperienceYearsInCurrentRole,7,1.0697967870282827,1.0697967870282827,positive
EmpJobRole,Sales Executive,0.6863982765795014,0.6863982765795014,positive
EmpHourlyRate,31,0.48399877930577617,0.48399877930577617,positive
YearsWithCurrManager,9,0.4635451933421544,0.4635451933421544,positive
TrainingTimesLastYear,5,0.4238185934638307,0.4238185934638307,positive
EmpJobLevel,3,0.3949438520993355,0.3949438520993355,positive
ExperienceYearsAtThisCompany,13,0.32658557848567155,0.32658557848567155,positive
TotalWorkExperienceInYears,13,-0.12697483444897117,0.12697483444897117,negative
Age,31,-0.10273170469089299,0.10273170469089299,negative
EmpWorkLifeBalance,3,-0.09707259351644384,0.09707259351644384,negative
DistanceFromHome,8,-0.09411875190208566,0.09411875190208566,negative
EmpJobSatisfaction,4,0.08529539218594123,0.08529539218594123,positive
EmpEducationLevel,2,-0.06549623941278993,0.06549623941278993,negative
EmpRelationshipSatisfaction,1,0.04705388424008317,0.04705388424008317,positive
BusinessTravelFrequency,Travel_Rarely,-0.022732004876555145,0.022732004876555145,negative
EmpJobInvolvement,3,0.01238970042156076,0.01238970042156076,positive
NumCompaniesWorked,1,-0.008531801750687115,0.008531801750687115,negative
OverTime,No,0.0036738720040589935,0.0036738720040589935,positive
EducationBackground,Life Sciences,0.0,0.0,positive
