feature,feature_value,shap_value,abs_shap_value,direction
EmpLastSalaryHikePercent,22,1.4749982336710579,1.4749982336710579,positive
EmpEnvironmentSatisfaction,3,0.38302260356392753,0.38302260356392753,positive
EmpWorkLifeBalance,3,0.012597524120749125,0.012597524120749125,positive
ExperienceYearsInCurrentRole,6,0.007888128926069018,0.007888128926069018,positive
EmpJobRole,Sales Executive,-0.006487080451848664,0.006487080451848664,negative
OverTime,Yes,-0.006323306598465684,0.006323306598465684,negative
ExperienceYearsAtThisCompany,7,0.005171864760255594,0.005171864760255594,positive
YearsWithCurrManager,7,0.004195052038618235,0.004195052038618235,positive
NumCompaniesWorked,0,0.002972351942715131,0.002972351942715131,positive
EmpJobInvolvement,3,0.0028268171886827033,0.0028268171886827033,positive
TotalWorkExperienceInYears,8,0.00274794267811504,0.00274794267811504,positive
EmpHourlyRate,35,0.002696605953170875,0.002696605953170875,positive
EmpDepartment,Sales,0.002462033683812709,0.002462033683812709,positive
YearsSinceLastPromotion,7,0.0023392033080474983,0.0023392033080474983,positive
EmpRelationshipSatisfaction,1,0.002173430500225649,0.002173430500225649,positive
EducationBackground,Marketing,0.00199037974654316,0.00199037974654316,positive
Attrition,No,0.0019700581884833953,0.0019700581884833953,positive
Age,47,0.0018293319393535051,0.0018293319393535051,positive
BusinessTravelFrequency,Travel_Rarely,0.001433074609748187,0.001433074609748187,positive
EmpJobSatisfaction,4,-0.0011065987660688903,0.0011065987660688903,negative
EmpJobLevel,2,0.00045482377209845037,0.00045482377209845037,positive
DistanceFromHome,2,-0.0003925900978616534,0.0003925900978616534,negative
TrainingTimesLastYear,2,0.0003911607843583475,0.0003911607843583475,positive
EmpEducationLevel,2,-0.0002610315841747443,0.0002610315841747443,negative
