feature,feature_value,shap_value,abs_shap_value,direction
EmpEnvironmentSatisfaction,2,0.8166279435346363,0.8166279435346363,positive
YearsSinceLastPromotion,6,0.39127003356742046,0.39127003356742046,positive
EmpDepartment,Sales,0.14589032548471226,0.14589032548471226,positive
ExperienceYearsInCurrentRole,9,0.05126468086790059,0.05126468086790059,positive
ExperienceYearsAtThisCompany,11,0.030135990850733842,0.030135990850733842,positive
EmpLastSalaryHikePercent,11,0.019129745785038895,0.019129745785038895,positive
EmpJobRole,Sales Executive,0.017775764425365145,0.017775764425365145,positive
YearsWithCurrManager,9,0.009893796850623403,0.009893796850623403,positive
NumCompaniesWorked,9,0.007931239189457283,0.007931239189457283,positive
EmpHourlyRate,85,0.005750863835013682,0.005750863835013682,positive
Age,35,-0.0038882533359738134,0.0038882533359738134,negative
OverTime,No,0.003600650348698911,0.003600650348698911,positive
EmpJobInvolvement,3,-0.0035795781528182385,0.0035795781528182385,negative
EducationBackground,Marketing,0.0025942164179794613,0.0025942164179794613,positive
EmpRelationshipSatisfaction,3,0.0022711712508664745,0.0022711712508664745,positive
EmpWorkLifeBalance,3,0.0017980545102749938,0.0017980545102749938,positive
BusinessTravelFrequency,Travel_Rarely,0.001669929421795255,0.001669929421795255,positive
Attrition,No,-0.0014897516134533594,0.0014897516134533594,negative
EmpEducationLevel,3,0.0014279043621417437,0.0014279043621417437,positive
TotalWorkExperienceInYears,15,0.000959415543610417,0.000959415543610417,positive
EmpJobSatisfaction,3,0.0006539644040422282,0.0006539644040422282,positive
DistanceFromHome,1,-3.8311425282100625e-05,3.8311425282100625e-05,negative
TrainingTimesLastYear,2,-3.373903163617001e-05,3.373903163617001e-05,negative
EmpJobLevel,2,-2.3604158498774977e-05,2.3604158498774977e-05,negative
