run_id,config_hash,dataset_key,task_type,role,policy,case_type,sample_index,external_sample_id,fold,true_class,predicted_class,confidence,correct
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,with_last_evaluation,correct_high_confidence,6957,6957,6,0,0,0.999979810882859,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,with_last_evaluation,correct_low_confidence,13345,13345,1,0,0,0.5035208017683268,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,with_last_evaluation,incorrect_high_confidence,1158,1158,4,1,0,0.9965919520732673,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,with_last_evaluation,incorrect_low_confidence,4822,4822,2,0,1,0.5005044191925401,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,with_last_evaluation,minority_true_class_1,1815,1815,5,1,1,0.9999160961871879,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,without_last_evaluation,correct_high_confidence,11280,11280,1,0,0,0.9999817526133191,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,without_last_evaluation,correct_low_confidence,12967,12967,7,0,0,0.5007406026345671,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,without_last_evaluation,incorrect_high_confidence,1158,1158,4,1,0,0.9971085981233541,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,without_last_evaluation,incorrect_low_confidence,254,254,9,1,0,0.5008875280883172,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related HR turnover task transfer,without_last_evaluation,minority_true_class_1,12340,12340,8,1,1,0.9999538781043033,True
