feature,feature_value,shap_value,abs_shap_value,direction
YearsSinceLastPromotion,0.0,0.3910657236272491,0.3910657236272491,positive
EmpEnvironmentSatisfaction,3.0,0.3351624217346152,0.3351624217346152,positive
YearsWithCurrManager,2.0,0.06170101138200689,0.06170101138200689,positive
EmpJobSatisfaction,3.0,0.056622204038779475,0.056622204038779475,positive
Age,42.0,0.052833196735914266,0.052833196735914266,positive
NumCompaniesWorked,2.0,0.041089150715053195,0.041089150715053195,positive
ExperienceYearsInCurrentRole,3.0,0.03887446595837365,0.03887446595837365,positive
DistanceFromHome,21.0,0.03754390838167031,0.03754390838167031,positive
EmpEducationLevel,2.0,0.03155423612337269,0.03155423612337269,positive
EmpHourlyRate,36.0,-0.03097310810513765,0.03097310810513765,negative
TrainingTimesLastYear,5.0,0.027301632499779106,0.027301632499779106,positive
TotalWorkExperienceInYears,11.0,0.020108165779799857,0.020108165779799857,positive
ExperienceYearsAtThisCompany,5.0,-0.019543604821749164,0.019543604821749164,negative
EmpRelationshipSatisfaction,2.0,-0.018739331761519394,0.018739331761519394,negative
EmpWorkLifeBalance,3.0,0.01534204568571765,0.01534204568571765,positive
EmpJobLevel,2.0,0.01365291790446739,0.01365291790446739,positive
EmpJobInvolvement,3.0,0.01149236076924525,0.01149236076924525,positive
EducationBackground,,0.0,0.0,positive
BusinessTravelFrequency,,0.0,0.0,positive
EmpJobRole,,0.0,0.0,positive
EmpDepartment,,0.0,0.0,positive
OverTime,,0.0,0.0,positive
