source_record_type,task_key,policy,metric,point_estimate,ci_low,ci_high,claim_boundary
task_strata_index,ibm_performance,,,,,,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
task_strata_index,ibm_attrition,,,,,,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
task_strata_index,employee_turnover,,,,,,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,accuracy,0.7210884353741497,0.7027210884353742,0.7394557823129252,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,balanced_accuracy,0.4658751387189483,0.4445655962780639,0.4875899894715875,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,macro_f1,0.4659963637781266,0.4451571974865413,0.4874268528804464,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,roc_auc,0.4497766269242808,0.4135885880545201,0.4847814643029905,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,average_precision,0.1325441756598008,0.1240576929506128,0.1465944907120022,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,nll_log_loss,0.5749331433553065,0.5586359676499796,0.5914314218171386,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,binary_brier,0.1924767643747676,0.1860340680606792,0.1992288860617292,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_free,ece_confidence,0.049234206937819,0.0321362946811205,0.0707595476708581,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,accuracy,0.7210884353741497,0.7027210884353742,0.7394557823129252,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,balanced_accuracy,0.4694960589591099,0.4479767485701277,0.4914172096861395,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,macro_f1,0.4698070650165911,0.448492286115007,0.4914121342322727,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,roc_auc,0.4582135844976239,0.4226643641692513,0.493233182995191,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,average_precision,0.1350817565317911,0.1263541425318874,0.1498551974422843,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,nll_log_loss,0.574365320401894,0.5576065701347119,0.5912905827346249,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,binary_brier,0.1912836411183622,0.1847575032926179,0.1980309183539431,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_including,ece_confidence,0.041435785988835,0.0292697863476443,0.0641945735637393,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,accuracy,0.6952380952380952,0.6748299319727891,0.7149659863945578,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,balanced_accuracy,0.4868110292234584,0.4608704969695245,0.5143663033890106,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,macro_f1,0.4859241126070991,0.4631657559629971,0.5101622234630382,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,roc_auc,0.4889700651623367,0.452966362433486,0.5245510307884927,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,average_precision,0.1488868804105069,0.1370160511966033,0.1706147787457012,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,nll_log_loss,0.5914658106268119,0.5730297573800424,0.610377923194694,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,binary_brier,0.1997792908280088,0.1923880193510107,0.2073613759203014,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_restricted_target_performance_robustness,ibm_performance,department_job_role_free,ece_confidence,0.0413054980807981,0.0240119426616034,0.0630346526617575,Supplementary restricted 3/4-target robustness only; not direct three-class employee-performance external validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,accuracy,0.8462585034013606,0.8292517006802721,0.861904761904762,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,balanced_accuracy,0.7208927489810795,0.6885182789737904,0.7530259632264622,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,macro_f1,0.7186483739837398,0.6880482321718597,0.7469282922912318,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,roc_auc,0.788687329110502,0.7540590854182281,0.8223268519374034,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,average_precision,0.5533688637645515,0.4958606085513186,0.6107253447723874,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,nll_log_loss,0.3909442808733209,0.3637456033275809,0.4194286281608564,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,binary_brier,0.1178903141447284,0.1089008168084322,0.1275526759686498,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_free,ece_confidence,0.036249535363087,0.0232247091459094,0.0538684151266618,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,accuracy,0.8421768707482993,0.8251700680272109,0.8585034013605443,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,balanced_accuracy,0.7116429004075682,0.6786144732924738,0.7423994168796904,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,macro_f1,0.7102060100132899,0.6793978930705343,0.7387010439588292,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,roc_auc,0.7895668004695076,0.7545871104403858,0.8226575092139169,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,average_precision,0.5526367121715391,0.4964112137766288,0.6096946918849695,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,nll_log_loss,0.3909532304306564,0.3635801911140763,0.4195959176448949,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,binary_brier,0.1181357201241483,0.109080978511992,0.1276723965353054,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_including,ece_confidence,0.0281970886507124,0.0183731723447956,0.0479978091954831,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,accuracy,0.8299319727891157,0.8115646258503402,0.8476190476190476,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,balanced_accuracy,0.7162729577956409,0.6838163581672775,0.7484080969540177,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,macro_f1,0.7034616315662068,0.6745752136082029,0.7315664197600977,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,roc_auc,0.7782397568963216,0.7424063465664685,0.8121669900520496,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,average_precision,0.5311407391120457,0.4742504304847854,0.589979766259247,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,nll_log_loss,0.4164772605577878,0.3867077963784805,0.4476726648342068,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,binary_brier,0.127405698240299,0.11751225996479,0.1376379992161908,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
ibm_attrition_task_transfer,ibm_attrition,department_job_role_free,ece_confidence,0.0324390548855592,0.0216371312431373,0.0522046689452296,Supplementary related attrition-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,accuracy,0.9823988265884392,0.980332022134809,0.984398959930662,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,balanced_accuracy,0.9691964995897512,0.965249796198855,0.9729419122874374,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,macro_f1,0.9754178792171576,0.9724739006408284,0.9782415063684105,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,roc_auc,0.9943775927244975,0.993068890790521,0.99558547778271,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,average_precision,0.9885851743909068,0.9863364422762716,0.9906753516597524,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,nll_log_loss,0.0606847813170305,0.0555399701734781,0.0659303722060649,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,binary_brier,0.0146760765551175,0.0132221896935122,0.0161755167742885,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,with_last_evaluation,ece_confidence,0.0060598595935115,0.0049353193272267,0.008196803741234,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,accuracy,0.9790652710180678,0.9767984532302152,0.9813320888059204,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,balanced_accuracy,0.9648910686923312,0.9608391238922768,0.9689340366976344,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,macro_f1,0.9707795672546332,0.9675832627950676,0.9739816742212252,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,roc_auc,0.992802109651828,0.9913457324451912,0.9942207342094912,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,average_precision,0.9846910650873733,0.9821222658637512,0.98726267965418,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,nll_log_loss,0.071809871536986,0.065971446984534,0.0774341106921365,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,binary_brier,0.0174343207939176,0.015760789101732,0.019047899338901,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
employee_turnover_task_transfer,employee_turnover,without_last_evaluation,ece_confidence,0.0064593516401602,0.0050962987917676,0.0087959745744298,Supplementary related turnover-task transfer only; not employee-performance validation and not transport.
