sample_index,rank,desired_class,prob,cost,num_changes,changed_features
811,1,4,0.5621819638552001,1.5126288324345933,1,EmpLastSalaryHikePercent
811,2,4,0.5621819638552001,1.5126288324345933,1,EmpLastSalaryHikePercent
811,3,4,0.5621819638552001,1.5126288324345933,1,EmpLastSalaryHikePercent
811,4,4,0.5621819638552001,1.5126288324345933,1,EmpLastSalaryHikePercent
811,5,4,0.5621819638552001,1.5126288324345933,1,EmpLastSalaryHikePercent
1149,1,4,0.534208405734907,3.8693813251854223,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, EmpJobInvolvement"
1149,2,4,0.6180600947533468,4.030775827490869,2,"EmpLastSalaryHikePercent, EmpWorkLifeBalance"
1149,3,4,0.6000703623755598,4.1419070916723415,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, EmpJobInvolvement"
1149,4,4,0.6208419866035984,4.41443285815926,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, EmpJobInvolvement"
1149,5,4,0.6208419866035984,4.41443285815926,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, EmpJobInvolvement"
662,1,4,0.598055218323483,4.579501094599506,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, TrainingTimesLastYear"
662,2,4,0.7434539053312957,4.848353126951625,2,"EmpLastSalaryHikePercent, EmpWorkLifeBalance"
662,3,4,0.6963268463252599,4.852026861086425,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, TrainingTimesLastYear"
662,4,4,0.7445149683099713,4.959484391133097,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, EmpJobInvolvement"
662,5,4,0.7288924367568254,5.124552627573343,3,"EmpLastSalaryHikePercent, EmpWorkLifeBalance, TrainingTimesLastYear"
542,1,3,0.8641668263084483,1.0630709597505748,1,EmpEnvironmentSatisfaction
542,2,3,0.8641668263084483,1.0630709597505748,1,EmpEnvironmentSatisfaction
542,3,3,0.8641668263084483,1.0630709597505748,1,EmpEnvironmentSatisfaction
542,4,3,0.8641668263084483,1.0630709597505748,1,EmpEnvironmentSatisfaction
542,5,3,0.8641668263084483,1.0630709597505748,1,EmpEnvironmentSatisfaction
858,1,4,0.5513547422156377,1.5126288324345933,1,EmpLastSalaryHikePercent
858,2,4,0.5513547422156377,1.5126288324345933,1,EmpLastSalaryHikePercent
858,3,4,0.5513547422156377,1.5126288324345933,1,EmpLastSalaryHikePercent
858,4,4,0.6277405192465538,1.785154598921512,1,EmpLastSalaryHikePercent
858,5,4,0.6277405192465538,1.785154598921512,1,EmpLastSalaryHikePercent
191,1,4,0.606940865701051,1.2401030659476746,1,EmpLastSalaryHikePercent
191,2,4,0.606940865701051,1.2401030659476746,1,EmpLastSalaryHikePercent
191,3,4,0.606940865701051,1.2401030659476746,1,EmpLastSalaryHikePercent
191,4,4,0.606940865701051,1.2401030659476746,1,EmpLastSalaryHikePercent
191,5,4,0.6840258599554481,1.5126288324345933,1,EmpLastSalaryHikePercent
479,1,3,0.860153687017445,1.0630709597505748,1,EmpEnvironmentSatisfaction
479,2,3,0.860153687017445,1.0630709597505748,1,EmpEnvironmentSatisfaction
479,3,3,0.860153687017445,1.0630709597505748,1,EmpEnvironmentSatisfaction
479,4,3,0.860153687017445,1.0630709597505748,1,EmpEnvironmentSatisfaction
479,5,3,0.860153687017445,1.0630709597505748,1,EmpEnvironmentSatisfaction
1,1,4,0.6345659695955903,2.3302061318953493,1,EmpLastSalaryHikePercent
1,2,4,0.6345659695955903,2.3302061318953493,1,EmpLastSalaryHikePercent
1,3,4,0.6345659695955903,2.3302061318953493,1,EmpLastSalaryHikePercent
1,4,4,0.6345659695955903,2.3302061318953493,1,EmpLastSalaryHikePercent
1,5,4,0.6345659695955903,2.3302061318953493,1,EmpLastSalaryHikePercent
659,1,4,0.5784639040589205,2.575699792185168,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
659,2,4,0.5784639040589205,2.575699792185168,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
659,3,4,0.5784639040589205,2.575699792185168,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
659,4,4,0.5784639040589205,2.575699792185168,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
659,5,4,0.5784639040589205,2.575699792185168,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
1136,1,4,0.622132850630013,1.785154598921512,1,EmpLastSalaryHikePercent
1136,2,4,0.622132850630013,1.785154598921512,1,EmpLastSalaryHikePercent
1136,3,4,0.622132850630013,1.785154598921512,1,EmpLastSalaryHikePercent
1136,4,4,0.622132850630013,1.785154598921512,1,EmpLastSalaryHikePercent
1136,5,4,0.622132850630013,1.785154598921512,1,EmpLastSalaryHikePercent
230,1,4,0.6137779623360189,1.785154598921512,1,EmpLastSalaryHikePercent
230,2,4,0.6137779623360189,1.785154598921512,1,EmpLastSalaryHikePercent
230,3,4,0.6929522034450684,2.057680365408431,1,EmpLastSalaryHikePercent
230,4,4,0.6929522034450684,2.057680365408431,1,EmpLastSalaryHikePercent
230,5,4,0.7275270960106952,2.3302061318953493,1,EmpLastSalaryHikePercent
612,1,3,0.8205045104158879,1.0630709597505748,1,EmpEnvironmentSatisfaction
612,2,3,0.8205045104158879,1.0630709597505748,1,EmpEnvironmentSatisfaction
612,3,3,0.8205045104158879,1.4855967262374934,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
612,4,3,0.8205045104158879,1.4855967262374934,2,"EmpEnvironmentSatisfaction, EmpLastSalaryHikePercent"
612,5,3,0.8201587386735892,1.9761419195011494,1,EmpEnvironmentSatisfaction
193,1,4,0.533364795177952,1.5126288324345933,1,EmpLastSalaryHikePercent
193,2,4,0.533364795177952,1.5126288324345933,1,EmpLastSalaryHikePercent
193,3,4,0.533364795177952,1.5126288324345933,1,EmpLastSalaryHikePercent
193,4,4,0.533364795177952,1.5126288324345933,1,EmpLastSalaryHikePercent
193,5,4,0.6231128202294658,1.785154598921512,1,EmpLastSalaryHikePercent
148,1,4,0.5233521337178887,1.785154598921512,1,EmpLastSalaryHikePercent
148,2,4,0.5233521337178887,1.785154598921512,1,EmpLastSalaryHikePercent
148,3,4,0.5233521337178887,1.785154598921512,1,EmpLastSalaryHikePercent
148,4,4,0.5233521337178887,1.785154598921512,1,EmpLastSalaryHikePercent
148,5,4,0.5233521337178887,1.785154598921512,1,EmpLastSalaryHikePercent
328,1,4,0.5762909494814625,1.5126288324345933,1,EmpLastSalaryHikePercent
328,2,4,0.5762909494814625,1.5126288324345933,1,EmpLastSalaryHikePercent
328,3,4,0.5762909494814625,1.5126288324345933,1,EmpLastSalaryHikePercent
