num__Age,num__DistanceFromHome,num__EmpHourlyRate,num__NumCompaniesWorked,num__EmpLastSalaryHikePercent,num__TotalWorkExperienceInYears,num__TrainingTimesLastYear,num__ExperienceYearsAtThisCompany,num__ExperienceYearsInCurrentRole,num__YearsSinceLastPromotion,num__YearsWithCurrManager,ord__EmpEducationLevel,ord__EmpEnvironmentSatisfaction,ord__EmpJobInvolvement,ord__EmpJobLevel,ord__EmpJobSatisfaction,ord__EmpRelationshipSatisfaction,ord__EmpWorkLifeBalance,cat__EducationBackground_Human Resources,cat__EducationBackground_Life Sciences,cat__EducationBackground_Marketing,cat__EducationBackground_Medical,cat__EducationBackground_Other,cat__EducationBackground_Technical Degree,cat__EmpDepartment_Data Science,cat__EmpDepartment_Development,cat__EmpDepartment_Finance,cat__EmpDepartment_Human Resources,cat__EmpDepartment_Research & Development,cat__EmpDepartment_Sales,cat__EmpJobRole_Business Analyst,cat__EmpJobRole_Data Scientist,cat__EmpJobRole_Delivery Manager,cat__EmpJobRole_Developer,cat__EmpJobRole_Finance Manager,cat__EmpJobRole_Healthcare Representative,cat__EmpJobRole_Human Resources,cat__EmpJobRole_Laboratory Technician,cat__EmpJobRole_Manager,cat__EmpJobRole_Manager R&D,cat__EmpJobRole_Manufacturing Director,cat__EmpJobRole_Research Director,cat__EmpJobRole_Research Scientist,cat__EmpJobRole_Sales Executive,cat__EmpJobRole_Sales Representative,cat__EmpJobRole_Senior Developer,cat__EmpJobRole_Senior Manager R&D,cat__EmpJobRole_Technical Architect,cat__EmpJobRole_Technical Lead,cat__BusinessTravelFrequency_Non-Travel,cat__BusinessTravelFrequency_Travel_Frequently,cat__BusinessTravelFrequency_Travel_Rarely,cat__OverTime_No,cat__OverTime_Yes,cat__Attrition_No,cat__Attrition_Yes
-0.9629692747093987,-0.26662609272609794,-0.5480568218643344,-1.075922963085019,-0.3334500190685169,-0.7948848071551453,1.7584822430340552,-0.49377822008935257,-0.6278976931593451,-0.37146226567923524,-0.3086691912942714,0.12166783583843153,0.25312861726970887,0.38269125237984497,-0.054117382360812885,-1.56294311315592,1.17107957756401,0.3643396256679452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.2876796729254236,-0.6314161863371013,1.6336338911268535,-0.6721363936707819,-1.1514534730015056,-0.7948848071551453,0.1748584594386583,-0.3369194870364808,-0.0756468590475987,-0.37146226567923524,-0.3086691912942714,-0.8202766996849079,-0.6604182721247298,-1.0357782545106988,-0.054117382360812885,1.155218822767419,-0.6795153104383762,0.3643396256679452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.2876796729254236,-0.9962062799481045,-1.2918150194749665,-0.6721363936707819,0.7572212528421348,-1.1717811266491887,0.1748584594386583,-0.8074956861950962,-0.6278976931593451,-0.06667271435268325,-0.8840525381729131,0.12166783583843153,1.1666755066641477,0.38269125237984497,-0.9498533662639209,-0.6568891345148069,1.17107957756401,-1.0930188770038356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.6382588764933739,-0.5098194884667668,-0.7463923412271696,-0.6721363936707819,1.0298890708197976,-0.6692527006571308,0.1748584594386583,-0.3369194870364808,-0.6278976931593451,-0.6762518170057872,-0.5963608647335923,0.12166783583843153,-1.5739651615191685,0.38269125237984497,-0.054117382360812885,0.24916484412630596,0.24578213356281692,0.3643396256679452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.7464956758987156,-0.8746095820777701,0.29486913542771553,-0.6721363936707819,0.7572212528421348,-1.297413233147203,0.1748584594386583,-0.9643544192479679,-1.1801485272710914,-0.6762518170057872,-1.1717442116122339,-1.7622212352082474,0.25312861726970887,0.38269125237984497,-0.9498533662639209,-0.6568891345148069,-1.6048127544395692,0.3643396256679452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.8770563151814085,-0.26662609272609794,-0.3497213025014991,-0.26834982425654497,0.4845534348644719,1.717757322805143,-0.6169534323590401,-0.9643544192479679,-1.1801485272710914,-0.6762518170057872,-1.1717442116122339,0.12166783583843153,-0.6604182721247298,0.38269125237984497,0.8416186015422952,-1.56294311315592,0.24578213356281692,0.3643396256679452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.5300220770880323,-0.8746095820777701,-1.4901505388378018,-1.075922963085019,-0.6061178370461798,-0.9205169136531597,0.1748584594386583,-0.6506369531422244,-0.6278976931593451,-0.37146226567923524,-0.5963608647335923,-1.7622212352082474,0.25312861726970887,0.38269125237984497,-0.054117382360812885,-0.6568891345148069,-1.6048127544395692,-1.0930188770038356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.22763551874935892,1.3141309795882496,0.8402918136755124,-0.26834982425654497,0.7572212528421348,-0.5436205941591165,2.5502941348317534,-0.8074956861950962,-0.9040231102152182,-0.06667271435268325,-0.5963608647335923,0.12166783583843153,0.25312861726970887,0.38269125237984497,-0.054117382360812885,1.155218822767419,1.17107957756401,0.3643396256679452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.4217852776826907,-0.7530128842074357,-0.4488890621829167,0.135436745157692,-1.1514534730015056,-0.5436205941591165,0.9666703512363567,-0.49377822008935257,-0.3517722761034719,-0.6762518170057872,-0.3086691912942714,-0.8202766996849079,1.1666755066641477,0.38269125237984497,-0.9498533662639209,-0.6568891345148069,0.24578213356281692,1.8216981283397258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.395916472330765,0.21976069875523976,1.484882251604727,-1.075922963085019,0.7572212528421348,-0.7948848071551453,1.7584822430340552,-0.49377822008935257,-0.6278976931593451,-0.37146226567923524,-0.3086691912942714,-0.8202766996849079,-1.5739651615191685,1.8011607592703889,-0.054117382360812885,0.24916484412630596,1.17107957756401,-1.0930188770038356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
