run_id,config_hash,policy,sample_index,fold,class_label,feature,grouped_shap_value,abs_grouped_shap_value,feature_value,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,case_type,sampling_reason
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,DistanceFromHome,0.8696711659431458,0.8696711659431458,28,immutable,possible_proxy,none,True,Can proxy socioeconomic or location constraints; audit before final use.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,YearsSinceLastPromotion,0.3471528887748718,0.3471528887748718,0,organisation_controllable,possible_proxy,medium,True,May encode prior performance or promotion decisions; audit as historical-decision proxy.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpEnvironmentSatisfaction,0.2977900505065918,0.2977900505065918,4,manager_controllable,not_sensitive,medium,True,May be measured near evaluation time; use as decision-support signal with temporality warning.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,TotalWorkExperienceInYears,0.2969399392604828,0.2969399392604828,24,immutable,possible_proxy,none,True,May proxy age and historical opportunity.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpJobSatisfaction,0.1592089682817459,0.1592089682817459,3,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; reason codes need non-causal warning.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpJobInvolvement,0.1528739184141159,0.1528739184141159,4,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpJobRole,0.1345233917236328,0.1345233917236328,Manufacturing Director,organisation_controllable,possible_proxy,low,True,May proxy department after EmpDepartment is removed; requires proxy audit.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,OverTime,0.12285713851451874,0.12285713851451874,Yes,manager_controllable,possible_proxy,medium,True,May reflect staffing/manager assignment rather than employee choice.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,YearsWithCurrManager,0.10284049063920975,0.10284049063920975,2,organisation_controllable,possible_proxy,low,True,Manager assignment and tenure can encode organisational structure.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpRelationshipSatisfaction,0.0993664488196373,0.0993664488196373,2,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; use non-causal interpretation.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,ExperienceYearsInCurrentRole,0.09430507570505142,0.09430507570505142,3,organisation_controllable,possible_proxy,low,True,Role tenure may reflect staffing and promotion pathways.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,ExperienceYearsAtThisCompany,0.07696010917425156,0.07696010917425156,5,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EmpHourlyRate,0.07177179306745529,0.07177179306745529,59,organisation_controllable,possible_proxy,low,True,Compensation-related but less directly outcome-proximal than salary hike; audit for proxy risk.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,EducationBackground,-0.06727420538663864,0.06727420538663864,Medical,immutable,possible_proxy,low,True,May encode social or demographic proxy effects; audit subgroup and proxy behavior.,correct_class_3,correct high-confidence coverage for class 3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,376,2,3,TrainingTimesLastYear,-0.05333986133337021,0.05333986133337021,3,employee_controllable,not_sensitive,low,True,Partly employee-controllable but often organisation-mediated.,correct_class_3,correct high-confidence coverage for class 3
