run_id,config_hash,policy,method,fold,n_outer_train,n_inner_train,n_calibration,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa,nll_log_loss,ece_confidence,multiclass_brier,roc_auc,average_precision,binary_brier
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,1,1080,864,216,120,0.875,0.6809440559440559,0.6674174174174174,0.838734984984985,0.7603501881852397,0.8400323187694322,0.6809440559440559,0.875,0.125,1.0,0.0,0.7175141242937852,0.45864989854677185,0.09503996094925149,0.24123179626451705,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,1,1080,864,216,120,0.875,0.6590909090909091,0.6232620320855614,0.8249264705882352,0.5911495911495912,0.7802910052910053,0.6590909090909091,0.875,0.125,1.0,0.0,0.7053045186640472,0.4173207278226928,0.07343630303008022,0.2353567839289941,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,1,1080,864,216,120,0.875,0.6809440559440559,0.6674174174174174,0.838734984984985,0.7603501881852397,0.8400323187694322,0.6809440559440559,0.875,0.125,1.0,0.0,0.7175141242937852,0.7925853772834073,0.07101785029467189,0.23720047940993158,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,2,1080,864,216,120,0.85,0.6202153110047847,0.5996640537513999,0.8047872340425533,0.5815789473684211,0.765,0.6202153110047847,0.85,0.15,1.0,0.0,0.6414342629482073,0.5197273151535503,0.11088302573205307,0.27414664769053304,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,2,1080,864,216,120,0.8583333333333333,0.6240031897926634,0.6015965840527243,0.8090388007054673,0.5820739968733716,0.7660891089108911,0.6240031897926634,0.8583333333333333,0.14166666666666666,1.0,0.0,0.6537678207739307,0.47433531460865114,0.084515982168079,0.2640321498240521,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,2,1080,864,216,120,0.8416666666666667,0.616427432216906,0.5900635312400019,0.7968577174459528,0.5661616161616162,0.7568055555555555,0.616427432216906,0.8416666666666667,0.15833333333333333,1.0,0.0,0.6281800391389433,0.61199335505227,0.062123340541708184,0.28164323779017125,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,3,1080,864,216,120,0.8583333333333333,0.6596123175070543,0.6471471471471472,0.8228903903903905,0.7410407461953854,0.824932498772705,0.6596123175070543,0.8583333333333333,0.14166666666666666,1.0,0.0,0.67984934086629,0.49386809525455383,0.09214556641052549,0.2616181814893089,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,3,1080,864,216,120,0.8583333333333333,0.6377591706539075,0.603030303030303,0.8091666666666666,0.5719095719095719,0.7653439153439154,0.6377591706539075,0.8583333333333333,0.14166666666666666,1.0,0.0,0.6660117878192534,0.4475124391790878,0.054267116972267944,0.254703559955795,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,3,1080,864,216,120,0.8666666666666667,0.6634001962949331,0.6522785458269329,0.8282270865335382,0.9081632653061225,0.8801020408163266,0.6634001962949331,0.8666666666666667,0.13333333333333333,1.0,0.0,0.6923076923076923,0.6859649943947469,0.09047459401295596,0.24860774731804772,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,4,1080,864,216,120,0.8166666666666667,0.6050637958532695,0.5570441523424334,0.7708459723626558,0.5173611111111112,0.7309027777777778,0.6050637958532695,0.8166666666666667,0.18333333333333332,1.0,0.0,0.5895522388059702,0.5195381183908414,0.08264785071085728,0.297019601255127,,,
