feature,feature_value,shap_value,abs_shap_value,direction
YearsSinceLastPromotion,0,1.2096803329544545,1.2096803329544545,positive
EmpEnvironmentSatisfaction,3,1.1303537314777943,1.1303537314777943,positive
EmpLastSalaryHikePercent,11,0.8298347364193062,0.8298347364193062,positive
Age,35,0.3175934493076793,0.3175934493076793,positive
EmpRelationshipSatisfaction,4,0.31500571472888017,0.31500571472888017,positive
OverTime,Yes,0.27733816988038473,0.27733816988038473,positive
EmpJobRole,Sales Executive,-0.24432772704211234,0.24432772704211234,negative
EmpHourlyRate,55,0.20225472191401708,0.20225472191401708,positive
ExperienceYearsAtThisCompany,10,0.1786531170231681,0.1786531170231681,positive
YearsWithCurrManager,9,0.17635403823709753,0.17635403823709753,positive
DistanceFromHome,7,-0.1543965257456181,0.1543965257456181,negative
TotalWorkExperienceInYears,10,0.14951006466627104,0.14951006466627104,positive
EmpEducationLevel,4,0.1228661256150866,0.1228661256150866,positive
EmpWorkLifeBalance,3,0.10478161059149975,0.10478161059149975,positive
EmpJobSatisfaction,4,-0.0985770878668593,0.0985770878668593,negative
TrainingTimesLastYear,2,0.09230885906864607,0.09230885906864607,positive
BusinessTravelFrequency,Travel_Rarely,0.0779517884614012,0.0779517884614012,positive
Attrition,No,0.050227805678182386,0.050227805678182386,positive
NumCompaniesWorked,1,0.04203733638423832,0.04203733638423832,positive
EmpDepartment,Sales,-0.03557756673995618,0.03557756673995618,negative
EmpJobLevel,2,0.02704049777425456,0.02704049777425456,positive
EducationBackground,Life Sciences,-0.014680414230317683,0.014680414230317683,negative
ExperienceYearsInCurrentRole,8,-0.009572765798792467,0.009572765798792467,negative
EmpJobInvolvement,3,0.0023938528442632536,0.0023938528442632536,positive
