feature,feature_value,shap_value,abs_shap_value,direction
EmpLastSalaryHikePercent,21,12.392264331526075,12.392264331526075,positive
EmpEnvironmentSatisfaction,4,2.8702816050358817,2.8702816050358817,positive
DistanceFromHome,28,-0.6088048964285558,0.6088048964285558,negative
EmpWorkLifeBalance,3,0.3916057740318939,0.3916057740318939,positive
TrainingTimesLastYear,2,0.16780350169732972,0.16780350169732972,positive
YearsWithCurrManager,7,-0.10398744986564254,0.10398744986564254,negative
TotalWorkExperienceInYears,8,0.08961986075035337,0.08961986075035337,positive
EmpEducationLevel,3,0.08080159524219352,0.08080159524219352,positive
OverTime,No,0.06911478767199437,0.06911478767199437,positive
YearsSinceLastPromotion,1,0.0665900664295661,0.0665900664295661,positive
EmpRelationshipSatisfaction,4,0.0664055140937683,0.0664055140937683,positive
BusinessTravelFrequency,Travel_Rarely,-0.05939313248691897,0.05939313248691897,negative
EmpJobInvolvement,2,0.054609324746642936,0.054609324746642936,positive
ExperienceYearsInCurrentRole,7,-0.03464909779648093,0.03464909779648093,negative
ExperienceYearsAtThisCompany,8,0.03290235985242631,0.03290235985242631,positive
Age,34,-0.030135934716914316,0.030135934716914316,negative
EmpJobLevel,2,0.029752181415203645,0.029752181415203645,positive
NumCompaniesWorked,1,-0.025644314943139207,0.025644314943139207,negative
EmpHourlyRate,95,-0.021193115743883346,0.021193115743883346,negative
EmpJobSatisfaction,3,0.004711626181384212,0.004711626181384212,positive
Attrition,No,-0.00023462991839657865,0.00023462991839657865,negative
EmpDepartment,Sales,0.0,0.0,positive
EmpJobRole,Sales Executive,0.0,0.0,positive
EducationBackground,Marketing,0.0,0.0,positive
